1995年NBA全明星赛	BaiduCARD	米奇-里奇蒙德捧起MVP奖杯 1995年NBA全明星赛是第45届全明星赛。西部明星队以139-112取胜。比赛主办地在菲尼克斯。萨克拉门托国王队的米奇-里奇蒙德(Mitch Richmond)获得了比赛的MVP。 西部主教练：保罗-韦斯特法尔(Paul Westphal) 东部主教练：布莱恩-希尔(Brian Hill) 最高得票：格兰特-希尔(Grant Hill) (1,289,585票) 现场观众：18,755
2008年NBA全明星赛	BaiduCARD	2008年NBA全明星赛是一场表演一般的比赛。08年全明星赛于2008年2月17日在路易斯安那州的新奥尔良黄蜂队的主场新奥尔良球馆举行。这是NBA历史上第57届全明星赛。这是新奥尔良市第一次举办全明星赛，也是这座城市的球馆在2005年遭受卡特琳娜飓风之后第一次举办职业运动比赛。NBA总裁大卫-斯特恩（David Stern）于2006年5月22日在多伦多宣布新奥尔良为举办地。 2008 ALL-STAR 最终东部全明星以134-128击败了西部全明星。东部明星队一直保持领先，最后以16分的优势赢得胜利。在比赛的最后，雷-阿伦（Ray Allen）和勒布朗-詹姆斯（LeBron James）带领球队锁定胜局。阿伦全场得到28分，其中14分是在最后一节得到的。詹姆斯得到准三双，27分9个助攻和8个篮板。最后詹姆斯获得了这次NBA全明星的MVP，这是他职业生涯的第二次。 参加这次全明星赛超过了2500个NBA家庭。NBA志愿者也参加了这次盛会，来自10个不同州的自愿者汇集到了新奥尔良。 NBA发展联盟梦工厂星期五之夜（NBA Development League Dream Factory Friday Night）在NBA全明星之夜后开始。这次盛会包括了球迷们热爱的三分球大赛和扣篮大赛，在介绍H-O-R-S-E比赛（H.O.R.S.E. ）时，公布了一个创新的比赛就是球迷的Hot-shot比赛。
2008年NBA总决赛	BaiduCARD	2008年NBA总决赛是2007-08 NBA赛季的最后一个系列赛，由东部联盟冠军波士顿凯尔特人队与西部联盟冠军洛杉矶湖人队对决。
2008新赛季火箭队	BaiduCARD	2008新赛季火箭队是以MM（姚明与麦蒂）为核心的赛季，深受NBA球迷的喜爱，是一个让人期待与兴奋的赛季。
2008新赛季火箭队	中文名	2008新赛季火箭队
2008新赛季火箭队	特点	以MM（姚明与麦蒂）为核心的赛季
2008新赛季火箭队	结果	北京时间10月24日上午,
2008新赛季火箭队	首发阵容	布鲁克斯麦迪姚明阿泰斯特斯科拉
2009年NBA全明星赛	BaiduCARD	2009NBA全明星赛（正赛）将于美国时间2009年2月15日在菲尼克斯太阳队主场所在地菲尼克斯凤凰城(Phoenix City)举行，凤凰城是从多伦多、纽约、奥克兰和密尔沃基等2009年承办竞争者中脱颖而出，这也是其第三次承办NBA全明星周末（全明星周末将于美国时间2月13日开始）。
2010年NBA总决赛	BaiduCARD	2010年NBA总决赛是对2009-10常规赛和季后赛的总结。经过七场比赛的激烈争夺，西部联盟冠军洛杉矶湖人队战胜了东部联盟冠军波士顿凯尔特人队，取得最终的胜利。湖人队夺得了队史上第16座总冠军奖杯。科比-布莱恩特(KobeBryant)荣获本届总决赛最有价值球员。
2011年NBA全明星赛	BaiduCARD	2011年<a>NBA全明星赛</a>于2011年2月21日，在<a>洛杉矶快船队</a>和<a>洛杉矶湖人队</a>共同的<a>主场</a>球馆——<a>斯台普斯中心</a>举行。这是<a>NBA</a>历史上第60届全明星盛会。
2011年NBA选秀	BaiduCARD	万众瞩目的2011年NBA<a>选秀</a>在新泽西纽瓦克的保诚中心球馆如期进行，尽管联盟停摆的危机当前，各球队对于选秀仍然是充满了热情。|||此次选秀于美国东部夏令时晚间7:00（2300 UTC）举行，在全美由ESPN播出。在这次选秀中，国家篮球协会各队轮流从业余美国大学篮球球员和其他符合选秀资格（含国际球员）的球员中挑选新秀。克里夫兰骑士获得了状元签，他们选择了来自杜克大学的控球后卫凯里·欧文。在全部60名选秀球员中，共有7名一年级生、7位二年级生、14位三年级生、19名四年级生、12名物美国大学篮球经历的海外球员以及1名来自美国国家篮球发展联盟的球员。|||2011年的NBA选秀也是新泽西篮网的最后一次NBA选秀。在2011-12赛季结束后，球队搬迁到纽约布鲁克林区，并更名为布鲁克林篮网。篮网队在2012年NBA选秀中改用新名称。
2012年NBA全明星赛	BaiduCARD	2012 年NBA全明星赛参赛球队及概况，2012年NBA全明星赛在奥兰多的新安利中心举行。全明星投票一共产生了由部分资深媒体人选出的120名多球员，奥兰多魔术队的<a>德怀特-霍华德</a>以1,600,390票荣膺票王。2012年2月27日，NBA全明星赛正赛开始，西部最终以152-149险胜东部。全明星MVP：<a>凯文-杜兰特</a>。
2013年NBA选秀	BaiduCARD	万众瞩目的2013年NBA选秀于2013年6月27号在<a>美国</a>布鲁克林巴克莱中心举行，各球队对于选秀充满了热情。|||北京时间2013年04月20日随着2012-13赛季常规赛的结束，根据未进入季后赛球队战绩决定的各队抽中状元签概率也因此而确定。根据联盟乐透选秀规则，赛季排名垫底的魔术队有25%的几率抽中状元，在14支没有进入季后赛的球队中排名第一，山猫以19.9%排名第二。 |||北京时间2013年4月25日，NBA官方宣布，篮网队主场巴克莱中心成为2013年NBA选秀大会的举办地。 NBA球迷在当地时间2013年5月22日早上10点起购买选秀大会的门票。门票价格大概在20到35美元之间，球迷可以通过网站和订票热线，进行购买。 这是NBA历史上首次向公众开放的选秀大会。
2013年NBA选秀	简介	篮网队主场巴克莱中心
2013美国NBA篮球传奇巨星队中国行无锡站	BaiduCARD	麦迪：<a>特雷西</a>·<a>麦克格雷迪</a>（1979年5月24日—）出生于美国<a>佛罗里达州</a>巴托（Bartow, FL），美国职业<a>篮球</a>运动员，司职<a>得分后卫</a>/<a>小前锋</a>，效力于<a>CBA</a><a>青岛双星队</a>。<a>麦克格雷迪</a>球风全面而飘逸，可以胜任后场三个位置，其巅峰时期是NBA最好的得分手之一，03、04年连续两届<a>得分王</a>，曾与中国球星<a>姚明</a>一起在<a>休斯敦火箭队</a>效力。麦克格雷迪正加盟马刺征战2013NBA季后赛。
2014NBA总决赛	BaiduCARD	2013-2014美职篮NBA总决赛，卫冕冠军迈阿密热火队与老牌劲旅圣安东尼奥马刺队会师总决赛。2014年6月16日8点，NBA总决赛第五场在圣安东尼奥打响，马刺主场迎战热火。马刺以104:87战胜热火，马刺极致的团队配合打的热火毫无还手之力，NBA总决赛第五场结束后，马刺以总比分4—1战胜热火提前终结了冠军赛，夺得本赛季冠军，这也是马刺时隔七年后再次捧杯，上演老兵不死。
24分钟限时令	BaiduCARD	24分钟限时令是休斯顿火箭队在2010-11赛季开始前对外透露的限制当家中锋姚明上场时间的一项计划，根据火箭队总经理达里尔-莫雷(Daryl Morey)的说法，火箭队计划在2010-11赛季的常规赛中，将姚明每场比赛的上场时间都严格控制在24分钟之内，并且将让姚明在背靠背的比赛中有选择地休息。
24分钟限时令	相关	休斯顿火箭队
31天知道这辈子怎么活	BaiduCARD	保罗·斯维特斯与鲍勃·比尔是美国顶尖梦想规划师。安利公司创始人、美国NBA奥兰多魔术队老板里奇？德沃斯等著名企业家大力推崇！里奇说：“我从未见过这样有结构和层次感的好书，它能够帮助个人和组织出类拔萃！”|||内容稀缺：中国图书市场缺乏对梦想的进行科学管理的工具书。生命关注点表格让你开发出准确的生活目标；个人战略工作表让你找到最关键的三项资源；生活梦想工作表让你看到前进的轨迹并适时矫正歪曲的方向；表格的精确使用，会让你重整对生活的信心，焕发创造未知的喜悦感！|||方法实用：本书赠送的每一个方法都可以落地使用。工具多样并具有层级性：从杂乱无章的念头中找到梦想、从莫名其妙的混乱情绪中找出压力来源、从当下的烦恼中迅速解脱出来。例如书中讲到：当生活失去平衡时，我们就像一个走形的轮胎一样，一开始是几乎看不出来的“咚、咚、咚”。渐渐地，声响越来越大，大到我们无法视而不见，我们甚至错误地采用忙碌，酒精，熬夜，或者是”盲目的雄心“来掩饰危险的警示。
ARCO球馆	BaiduCARD	ARCO球馆是<a>萨克拉门托国王队</a><a>主场</a> Sacremento Kings（球队英文官方站） 主场所在城市：<a>加利福尼亚州</a> 萨克拉门托市 主体育馆：ARCO球馆(ARCO Arena)
ARCO球馆	主场球队	萨克拉门托国王队
AT&T中心球馆	BaiduCARD	SBC 球场是一室内体育馆， 是NBA球队圣安东尼奥马刺队的主场。2002年完工， 由地方销售税款的一亿八千六百万美元作为投资， 夏天用作篮球比赛时座席为18,797个， 冬天用于冰球比赛时座席约 13,000个。内有50套豪华包厢。 由以圣安东尼奥为总部的SBC通讯集团用四千一百万购置了二十年的冠名权。
B.J.泰勒	BaiduCARD	B.J.泰勒（B.J. Tyler），1971年4月30日出生，前NBA职业篮球运动员，效力于费城76人队。
B.J.阿姆斯特朗	BaiduCARD	BJ-阿姆斯特朗，全名本杰明·罗伊·"BJ"·小阿姆斯特朗(Benjamin Roy "B. J." Armstrong, Jr.)，1967年9月9日出生，已退役篮球运动员。作为球队的先发控球后卫，他是芝加哥公牛队在上世纪九十年代缔造王朝的重要拼图。
B.J.阿姆斯特朗	所属运动队	芝加哥公牛队
BIG3	BaiduCARD	BIG3最早指的是世界级运动品牌阿迪达斯在NBA选取的篮球用品代言人。分别是：现效力于<a>圣安东尼奥马刺队</a>的邓肯，休斯队火箭队的<a>麦克格雷迪</a>，和<a>波士顿凯尔特人队</a>的<a>加内特</a>。也在也做球队“<a>三巨头</a>”的泛指。例如：凯尔特人<a>三巨头</a><a>加内特</a>、雷阿伦、<a>皮尔斯</a>和热火队三巨头<a>詹姆斯</a>、<a>韦德</a>、<a>波什</a>等。
BJ-阿姆斯特朗	BaiduCARD	全名本杰明-罗伊-"BJ"-小阿姆斯特朗(Benjamin Roy "B. J." Armstrong, Jr.)，已退役篮球运动员。作为球队的先发控球后卫，他是芝加哥公牛队在上世纪九十年代缔造王朝的重要拼图。|||阿姆斯特朗职业生涯中的亮点不在少数。他是芝加哥公牛队历史上最后一个穿着10号球衣的球员，在他离开公牛队之后，球队就为鲍勃-乐福(Bob Love)退役了10号球衣。阿姆斯特朗还曾连续出场577场比赛，直到1996-97赛季才终止了这个纪录，这也是NBA史上第三长的连续出场纪录。他也是在1996年多伦多猛龙队扩张选秀中第一个被选中的球员。
BJ-阿姆斯特朗	所属运动队	（退役）芝加哥公牛队
C.J.威尔考克斯	BaiduCARD	C.J·威尔考克斯（C.J.Wilcox），1990年12月30日出生于美国<a>犹他州</a>普莱森特格罗夫（Pleasant Grove, UT），美国职业篮球运动员，司职<a>得分后卫</a>，效力于<a>NBA</a><a>洛杉矶快船队</a>。
C.J.威尔考克斯	NBA选秀	2014年首轮第28位被快船队选中
C.J.威尔考克斯	所属运动队	洛杉矶快船队
C.J.沃特森	BaiduCARD	C.J.沃特森（C.J. Watson），1984年4月17日出生于<a>美国</a><a>内华达州</a><a>拉斯维加斯</a>（Las Vegas, Nevada），美国职业<a>篮球</a>运动员，司职<a>控球后卫</a>，效力于<a>NBA</a><a>印第安纳步行者队</a>。
C.J.沃特森	所属运动队	印第安纳步行者队
C.J.迈尔斯	BaiduCARD	C.J.迈尔斯（C.J. Miles），1987年3月18日出生于<a>美国</a><a>得克萨斯州</a><a>达拉斯</a>（Dallas, Texas），美国职业<a>篮球</a>运动员，司职<a>得分后卫</a>/<a>小前锋</a>，现效力于<a>NBA</a><a>印第安纳步行者队</a>。
C.J.迈尔斯	NBA选秀	2005年第二轮第34位被爵士队选中
C.J.迈尔斯	所属运动队	印第安纳步行者队
C.J.迈考伦	BaiduCARD	C.J.迈考伦（C.J. McCollum），1991年9月19日出生于<a>美国</a><a>俄亥俄州</a><a>坎顿</a>（Canton, Ohio），美国职业<a>篮球</a>运动员，司职后卫，效力于<a>NBA</a><a>波特兰开拓者队</a>。
C.J.迈考伦	所属运动队	波特兰开拓者队
D.J.奥古斯汀	BaiduCARD	D.J.奥古斯汀（D.J.Augustin），1987年11月10日出生于<a>美国</a><a>路易斯安那州</a><a>新奥尔良</a>（New Orleans, Louisiana），美国职业<a>篮球</a>运动员，司职<a>控球后卫</a>，效力于NBA底特律活塞队。
D.J.奥古斯汀	所属运动队	底特律活塞队
D.J.怀特	NBA选秀	2008年第1轮第29位被活塞队选中
D.J.斯特罗贝里	NBA选秀	2007年第二轮第29位被太阳队选中
D.J.肯尼迪	所属运动队	达拉斯小牛队
DPOY	曾获得人员	魔术队<a>德怀特-霍华德</a>
Diaw	BaiduCARD	NBA球员，能胜任场上5个位置，是个非常全面的球员，被称为"法国魔术师"现效力于<a>圣安东尼奥马刺队</a>，|||法国男篮国家队队长
Diaw	所属运动队	圣安东尼奥马刺队
FOX电视台	BaiduCARD	福克斯娱乐集团是世界娱乐行业的巨鳄之一，它的主要组成部分包括福克斯广播公司，以及其下属的29家电视台组成的电视网络；福克斯电影娱乐公司，及其下属的20世纪福克斯影业；福克斯新闻频道；佛克斯体育公司，及其控股的洛杉矶斯台普斯体育馆(NBA湖人队主场球馆)和美国职棒洛杉矶道奇队。而在其出品的众多电视剧和电影中，《辛普森一家》(The Simpsons)《X档案》(The X-Files),《爱莉的异想世界》(Ally McBeal)等电视剧，《愤怒的葡萄》(The Grapes of Wrath)《音乐之声》(The Sound of Music)《泰坦尼克》(Titanic)都是广为人知的。
GDP组合	BaiduCARD	GDP组合，就是指马刺队的最佳组合模式 ，马刺凭借GDP（<a>吉诺比利</a>、邓肯、<a>帕克</a>）组合多年扬威于<a>NBA</a>。所以不管怎么说只要邓肯、<a>吉诺比利</a>和<a>帕克</a>保持健康，马刺就是一支强队，这是毋庸置疑的答案。|||奥布莱恩杯回到了圣安东尼奥！北京时间2014年6月16日上午，<a>马刺</a>在主场以104比87击败<a>热火</a>，以4比1的大比分夺得了2013-14赛季总冠军，实现了对<a>热火</a>复仇。这是<a>邓肯</a>和波波维奇生涯第五个总冠军，也是GDP合作拿到的第四个总冠军。
